Screen Name	,user_id		,tweet_id		,retweet_count	,Global Influence Score,Tweet
Dorti_mss,216864779,992190068025647104,52,52.0,RT @JeanLombardozzi: La Une de @laprovence des Sports ce vendredi 4 mai #OM en finale de @EuropaLeague https://t.co/SC25ncSjNw
sahrareyes_xo,307119657,992131166705737730,222,222.0,RT @NYIslanders: Bill Torrey was a true legend of the game. The #Isles won four straight Stanley Cup Championships from 1980-83. Torrey was…
MaguireB1,450091836,992006244796895233,1628,1628.0,RT @moodwatchers: If we increased PE in  schools we would potentially reduce anxiety and depression rates in teenagers. Structured daily ex…
TrapAvelliTae,3236100344,992149046180630529,216,216.0,RT @katherinemiller: Redskins Cheerleaders Describe a Trip to Costa Rica That Crossed a Line https://t.co/saIjil4Asm https://t.co/ZFjUywmas5
AKBryant33,332437097,992027007398576128,7712,7712.0,RT @KirkHerbstreit: For all the parents/coaches that think specializing in one sport is the right thing to do. Let them play multiple sport…
PrinceCalvin,147245481,992048798926073856,467,467.0,RT @BarstoolClemson: RT for a chance to win this LIMITED EDITION flag! They are almost sold out on the Barstool Sports store so this could…
joshmcred33,2271547503,992112395941285889,77,77.0,RT @NYDNSports: BREAKING: Jets are cutting QB Bryce Petty a source tells @MMehtaNYDN https://t.co/VKgzFz6uTw https://t.co/sUMrZdmv3v
snoopy_moomin,883743318814842881,992041381831966720,1343,1343.0,RT @BUNNYMYE0N: Junmyeon !! Pulling !! Her !! Out !! From !! His !! Sports !! Car !! Oh !! My !! God !! That !! Is !! Such !! A !! Huge !!…
ScottCacciola,131277152,992173038731956225,4,4.0,RT @NYTSports: Take THAT for data: https://t.co/9PJlEWBWJN
nhicaaa__,706131503898492928,992015471397359621,98,98.0,RT @abscbnsports: Michelle Cobb has newfound confidence after proving to herself and other people that she can fill in the shoes of 'Ate Ki…
eHarmany21,872965141,992131449825497088,896,896.0,RT @TheOnion: White Sox Promotion Puts First 9 Fans At Ballpark In Starting Lineup https://t.co/tCaeELTih6 https://t.co/5Fb2f8fgeA
WakeDaddyD,838977872262008832,992094759761031169,35,35.0,RT @CoachClawson: Making progress! Sutton Sports Performance Center #KeepBuilding #GoDeacs https://t.co/PpC3xWinbN
AranedaAnn,834431993677017090,992191847685656577,362,362.0,RT @Casablancas_J: PS   i've generally quit sports tho....
DJShereKhan,2179655522,992173823683264512,1363,1363.0,RT @NYTSports: EXCLUSIVE: Redskins cheerleaders say they were required to go to a Costa Rica nightclub with male sponsors who earlier watc…
985TheSportsHub,56381219,992093139883061248,3,3.0,RT @Johnston985: If you missed it earlier we dropped a new @985TheSportsHub Hockey Show Extra Ice Time podcast today. @BJaffe and I discus…
racefortheprize,19727189,992107028041486341,933,933.0,RT @nycsouthpaw: This is human trafficking by the Washington Redskins. https://t.co/MvRC8QthqJ
BIGGYshortee,81462433,992067293831159809,1392,1392.0,RT @SorayaMcDonald: The Washington Slurs took their cheer squad to Costa Rica for a topless/nude photoshoot confiscated their passports so…
imsabbah,24139516,992062475142037505,75,75.0,RT @_shireenahmed_: I started writing about Muslim women in sport because I hated the way it was being done. Now I want to  change the lan…
mattgreer824,1315912676,992139936445812737,253,253.0,RT @OnionSports: White Sox Promotion Puts First 9 Fans At Ballpark In Starting Lineup https://t.co/NvbsaE9qZt https://t.co/AmBnHku7aE
bigwillystyl,38435334,992104214267510784,1372,1372.0,RT @NYTSports: EXCLUSIVE: Redskins cheerleaders say they were required to go to a Costa Rica nightclub with male sponsors who earlier watc…
xoxo_MO,34139980,992114038040481792,1370,1370.0,RT @NYTSports: EXCLUSIVE: Redskins cheerleaders say they were required to go to a Costa Rica nightclub with male sponsors who earlier watc…
ajrod,10483142,992088433056104448,7,1.0,A lot of fight fans are missing the big Cinco de Mayo weekend but there is still a lot of great boxing. Pick up a L… https://t.co/JqzccyxSkO
PapiiKennyy,198577835,992023926401204224,160,160.0,RT @RailaOdinga: A section of @OfficialGMFC paid me a courtesy call in my office. They will be travelling to Rwanda to watch the fixture ag…
JTitoSantana,1578779839,992188449531801600,556,556.0,RT @AdamSchefter: Jason Witten not the only all-timer to leave his job today. Congratulations to @SI_PeterKing on his Hall-of-Fame run at S…
JoshMichalec,25619230,992061880830189569,101,101.0,RT @wtylerallen: The most wealthy musicians in the world have acquired their wealth through: 
RodneyHoward24,2718957209,992069272166961152,82,82.0,RT @OleMissMBB: ANNOUNCEMENT | @kbuffen1 is the first Rebel to sign during the @RebelCoachDavis era. Welcome to the family KJ! #HottyToddy…
MCameratta,2743028729,992142461282775040,611,611.0,RT @BreitbartNews: We should be able to express how we feel about issues without everybody getting so easily offended. https://t.co/JUpa0…
RealDLHughley,58529612,992112281097048064,1519,1519.0,RT @jemelehill: A NFL team is accused of shamelessly dangling women in front of their business partners like bait? Stunning since yanno t…
jacko75,17034816,992143458600009728,125,125.0,RT @mgiannotto: Also a tradition: Sports writers reminding the rest of the newsroom that they file stories on deadline at night all the tim…
hatenaistorm,1715164104,992001445963616258,32,1.6842105263157894,Following the Nikkan Sports Drama Grand Prix Jun also won Best Male Lead Actor in the Television Drama Academy Awa… https://t.co/vdNJ8PvAMt
tyfor10,957575611479769089,992036114264346624,91,91.0,RT @GFSquadproject: [INFO] 180503 - MCountdown GFRIEND is trending #5 in Naver News for Entertainment / Sports section as of May 5 17:30…
setsukolabay3,991987364007432193,991993667345928192,316,316.0,RT @SportXChain: Sport X is launched and operated by a team of sports agents and lawyers with rich experience in the international sports m…
AaronNSparks,21343970,992156035682095104,610,610.0,RT @BreitbartNews: We should be able to express how we feel about issues without everybody getting so easily offended. https://t.co/JUpa0…
mlawless9,139316554,992090824576942081,2873,2873.0,RT @ryanlcooper: holy shit https://t.co/zBEmaTQKWT https://t.co/zDimG5Gzlr
cookie_hooker,871861912199409664,992077922264633346,270,270.0,RT @BarstoolILL: RT for a chance to win this LIMITED EDITION flag! They are almost sold out on the Barstool Sports store so this could be…
FBALL_Andrea,6327512,992133120630673414,256,256.0,RT @richarddeitsch: .@SI_PeterKing is leaving Sports Illustrated after 29 years at the brand. https://t.co/sU5b31AgWL
chitowndunny,591254736,992118386342625281,253,253.0,RT @OnionSports: White Sox Promotion Puts First 9 Fans At Ballpark In Starting Lineup https://t.co/NvbsaE9qZt https://t.co/AmBnHku7aE
jthom1,121945106,992077613123428352,3,1.0,10 Blues participating in World Championship https://t.co/98PoSmqQyc via @stltoday
ramos1944,37644319,992019435593588738,156,156.0,RT @nytimes: One evening the squad's director told some cheerleaders that their work was not done. They had a special assignment for the n…
sydniesonneman,925391379928317952,992106809472110592,41,41.0,RT @MikeOrganWriter: Former @BelmontMBB star @EasyBreezy_35  joins Boston @celtics staff for @NBA playoffs https://t.co/fGa4Q8hWim via @ten…
SteveForsyth1,475212888,992156981069844480,37,37.0,RT @SkySportsRL: Sky Sports' Brian Carney insists enough is enough and demands Super League and the Rugby Football League bosses rescue the…
amit44897,2935906357,992072041233829888,34,34.0,RT @itsPrinceInsan: #ChampionsCoach
ChuckPybus,484239841,992140186673860608,256,256.0,RT @richarddeitsch: .@SI_PeterKing is leaving Sports Illustrated after 29 years at the brand. https://t.co/sU5b31AgWL
CharlotteAcors,2492906714,991994419732598784,90,90.0,RT @hicreativetacos: 15 Free Sport Photoshop Actions Effects Bundle : https://t.co/HzAGIcfp8y
DarkPolitiK,946185744,992100668197482501,2680,2680.0,RT @RessiGabotto: ESTE ES GUSTAVO GRAVIA.
tiffanygymartin,31003979,992111260236828672,1371,1371.0,RT @NYTSports: EXCLUSIVE: Redskins cheerleaders say they were required to go to a Costa Rica nightclub with male sponsors who earlier watc…
mkkirkpat,3316289198,992189127625003008,175,175.0,RT @SunSentinel: Orange Bowl creates scholarship award in name of late Stoneman Douglas coaches https://t.co/Qcsgm3QrwI https://t.co/xIKCCk…
okaforgunner,206055507,992153817612472321,30307,30307.0,RT @marc_grhodes: Notice how the people who told Colin Kaepernick and LeBron James to stick to sports haven't told Kanye to stick to maki…
kookieisking,721988354,992156850270363648,247,247.0,RT @agirlinthepark: She mentioned how she misses Korea and that listening to @BTS_twt songs gives her comfort and strength 
Ryan_Green123,582210591,992082713254522881,64,64.0,RT @AEHALL1983: @jeremycorbyn Free unicorns a subscription to Sky Sports 20% of at Nandos. Free everything if you vote Labour. Free. Free…
elisakingcity0,892474609265672193,992071314994118657,175,175.0,RT @Reflog_18: Toronto Ontario professional sports schedule for May 3 2018:
cam2crucial,2473942243,992188025605120000,19,19.0,RT @cam2crucial: #WhosWhoOfTXST22 
jhonson_82,1354878978,992014979950956544,228,228.0,RT @globalissuesweb: NBA notes: Suns hire Igor Kokoskov as coach; Thunder's Billy Donovan expected to return https://t.co/Yi3bfjXoZW https:…
Justin_D_77,2874047191,992036303892922369,116,116.0,RT @FSU_Barstool: RT for a chance to win one for these Limited edition flags! They are going fast and we only have a few left on the Barsto…
1Paulcoker,4877887599,992063793172754434,4,1.3333333333333333,Join us for Exclusive T1 Diabetes and Sports secrets from:
BradFauberNVD,1711072123,992052625192488961,3,3.0,RT @tkeelernvd: ABF: @SHSActivities grad Tag Corrigan has top score in Apple Blossom Golf Classic: https://t.co/CJaF3GLENP
alexanderleon__,833540704995524608,992126459039965184,57,57.0,RT @peaceandsport: 3rd Bamako International Sports Forum took place in the presence of @HarnoisMarlene
sschinke,280727266,992123498557464576,506,506.0,RT @elonjames: Uh. 
MrFreeRoMan,856946258589753345,992116385722568704,45,45.0,RT @FCFLio: The #FCFL attended Next Gen Arena hosted by @TPGsportsgroup where Co Founder @rayaustin36 talked about the biggest challenges f…
simplybeingron,384869175,992000384435720193,412,412.0,RT @Eagles: Members of the #Eagles recently took a trip to Haiti to help build a new sports complex. 
JSanford21,776056836,992111136811245569,269,269.0,RT @BarstoolILL: RT for a chance to win this LIMITED EDITION flag! They are almost sold out on the Barstool Sports store so this could be…
daniela_ibarra2,429486786,992157734790467584,1365,1365.0,RT @NYTSports: EXCLUSIVE: Redskins cheerleaders say they were required to go to a Costa Rica nightclub with male sponsors who earlier watc…
GrantKidwell,1387640010,992056224177893378,30,1.5,Between not being able to sign good players that the team drafts and stories like this it makes it hard to be a… https://t.co/ABmOUiDpcR
JonDo60414680,970134026173345792,992188071444561920,39,39.0,RT @Nissan: #OnThisDay the #DatsunFairLady #1500 won the first ever Japan GP Race which was the official start of Japan's modern motor sp…
roybelly,47418503,992134563181858816,256,256.0,RT @richarddeitsch: .@SI_PeterKing is leaving Sports Illustrated after 29 years at the brand. https://t.co/sU5b31AgWL
cant_stp,3586953672,992081523099688961,1392,1392.0,RT @SorayaMcDonald: The Washington Slurs took their cheer squad to Costa Rica for a topless/nude photoshoot confiscated their passports so…
_lannadelrey,2455890265,992043682118406145,1383,1383.0,RT @NYTSports: EXCLUSIVE: Redskins cheerleaders say they were required to go to a Costa Rica nightclub with male sponsors who earlier watc…
ScoBridge,79867717,992147272715657216,6,1.5,Watch this wonderful package by @ButlerCCom journalism major @peytonthompsonn about @kd_mace15 &amp; @k_mace22 from… https://t.co/4X3NwHFKgX
ItsTheLiz13,873190829376000000,992026469223182337,193,193.0,RT @dailyunnie: THIS IS MY TEAM!!!!!!! I'm crying.
Kiraboo1Kira,467070302,992176967397998592,1515,1515.0,RT @jemelehill: A NFL team is accused of shamelessly dangling women in front of their business partners like bait? Stunning since yanno t…
SRTmylife,588838680,992019065693614080,116,116.0,RT @bhaichung15: My hero and Inspriration. A humble human being. Did you know Pele  was also a successful sports minister of Brazil? He fou…
AdaKolesnik,742069877964443649,992144021106634752,57,57.0,RT @peaceandsport: 3rd Bamako International Sports Forum took place in the presence of @HarnoisMarlene
ovoxo_deja,2718393569,992070540356718597,1392,1392.0,RT @SorayaMcDonald: The Washington Slurs took their cheer squad to Costa Rica for a topless/nude photoshoot confiscated their passports so…
Boyd_2650,811717240030711813,992029410864738304,46,46.0,RT @Trumplican101: I'm always in the wrong place at the right time.  Lol
rizzystaydizzy,767659013274152960,992093522231607296,44,44.0,RT @vjotimesherald: American Canyon High grad Chris Seisay signs with Green Bay Packers https://t.co/tr938cQ99u
trevorbnj,1029058328,992138044751929346,115,115.0,RT @WorldofIsaac: DETROIT-Asked restaurant host: God did you hear about Peter King?
carollemieux,17136847,992035968566865920,35,35.0,RT @WalkerWorst: After 8 years of inaction indifference and signing bills that made the spread of CWD worse Scott Walker is trying to con…
olivianatieng,953924478072844288,992017831779680257,3066,3066.0,RT @broken: do you play any sports?  
NaturalnQuirky,314929686,992071595911974912,1392,1392.0,RT @SorayaMcDonald: The Washington Slurs took their cheer squad to Costa Rica for a topless/nude photoshoot confiscated their passports so…
McmorrisEric,978159179595628545,992089689862500352,351,351.0,RT @TheOnion: No Fucking Chance Kid Who Brought Mitt To 400 Level Getting Near Foul Ball https://t.co/uinDx32459 https://t.co/cSN8KlqKct
Papayaw__,4845598809,992174145046745088,87,87.0,RT @___saab: I just remembered how my bf broke up with me in 2012 because he said his friends were saying I like sports too much and my bod…
Normzy_,1182210156,992114280941195264,38,38.0,RT @TBukumunhe: Meanwhile a sigiri made out of a Range Rover sports beckons....... https://t.co/4dFn79Uueb
__careyj,518975597,992158782007447552,216,216.0,RT @katherinemiller: Redskins Cheerleaders Describe a Trip to Costa Rica That Crossed a Line https://t.co/saIjil4Asm https://t.co/ZFjUywmas5
CashJ,16135420,992096062734127104,244,244.0,RT @jemelehill: Apparently being fired for having too many black kids on your team is a thing. @carronJphillips w/ an excellent column on r…
ElsaMartnez17,842164257110278145,992015309723832322,2680,2680.0,RT @RessiGabotto: ESTE ES GUSTAVO GRAVIA.
Mjcrjdrvrsoonrf,826311271070920704,992140677495640065,1367,1367.0,RT @NYTSports: EXCLUSIVE: Redskins cheerleaders say they were required to go to a Costa Rica nightclub with male sponsors who earlier watc…
kimkimutai,1437982033,992149548289216512,31,31.0,RT @EPLStuff: BREAKING: Laurent Koscielny has been ruled out of World Cup 2018 following today's injury against Atletico. [sky sports]
therealwalkerp,3063165819,992077376510185477,58,58.0,RT @midwbarrelracer: I'm sorry - you're not even 18 drive a sports car and have the 30 ft rig at your leisure to haul to whatever races y…
btechfan,3915545652,992129315180568577,896,896.0,RT @TheOnion: White Sox Promotion Puts First 9 Fans At Ballpark In Starting Lineup https://t.co/tCaeELTih6 https://t.co/5Fb2f8fgeA
humble_02,1321974740,992176719053410304,41,41.0,RT @SDSUFootball: Congrats to Demetrius Sumler who rounds out @CoachLongSDSU's staff as an assistant coach. Sumler will coach the cornerba…
Marg_Mars,932239848446005249,992157696232075265,247,247.0,RT @agirlinthepark: She mentioned how she misses Korea and that listening to @BTS_twt songs gives her comfort and strength 
EdDavis7,398726524,992036396054523904,76,76.0,RT @FoxNews: Redskins cheerleaders felt forced to escort entertain men during Costa Rica trip report says https://t.co/5ZBSpYxSj6
RefForLife,388114517,992051304984801280,75,75.0,RT @TheCWHL: There are many roles in sports that young girls need more exposure to: 
irajeshji,526411300,992015247736123392,38,38.0,RT @iSKatiyar: RM @PiyushGoyal had announced an immediate promotion for Padma Shri awardee Mirabai Chahu who won India's first gold medal a…
slarkin1969,1477497224,992066422628147202,35,35.0,RT @RespectGroup: Forty (40!) Things You Need To Know About Coaching Children! #sport #coaching #coaches #infographic #wednesdaywisdom #tip…
VivianRay18,4082014332,992099676399816704,31,31.0,RT @TheOldCoach: 15 years as a Texas sports hero.
PAndres2001,868122629642866688,992114533450813440,253,253.0,RT @OnionSports: White Sox Promotion Puts First 9 Fans At Ballpark In Starting Lineup https://t.co/NvbsaE9qZt https://t.co/AmBnHku7aE
DifiniMauricio,823135351288033281,992135591490932736,177,177.0,RT @giovanidiluca13: Fox Sports da Espanha transmitindo ontem o jogo do @Gremio contra o Cerro Portenho. com audiecia expressiva dos Espanh…
dyowbii,4662175692,992035363832061952,56,56.0,RT @MonstaXEurope: [#MONSTA_X]
SazeracLA,14638113,992135772596666368,2873,2873.0,RT @ryanlcooper: holy shit https://t.co/zBEmaTQKWT https://t.co/zDimG5Gzlr
ncutelli,228915796,992161004724219905,895,895.0,RT @TheOnion: White Sox Promotion Puts First 9 Fans At Ballpark In Starting Lineup https://t.co/tCaeELTih6 https://t.co/5Fb2f8fgeA
TheAustinOliver,1343242742,992107719258714114,1968,1968.0,RT @AdamSchefter: Carson Wentz kicked off a 2-week fundraising campaign today to help kids in Haiti through the Mission of Hope Haiti Sport…
mentaisauce,896027626946437120,992052517331652608,242,242.0,RT @mincheols_: jun: i'm a sport black hole people look at me and think that i have an atheletic body and appearance but i'm actually quit…
suenatics_ofc,752828987550801920,992024317339648001,28,1.3333333333333333,Athleisure Thursday is brought to you by #SueRamirez. 
HowardDoing,249530784,992150474450198529,896,896.0,RT @TheOnion: White Sox Promotion Puts First 9 Fans At Ballpark In Starting Lineup https://t.co/tCaeELTih6 https://t.co/5Fb2f8fgeA
christi19239824,975104479807893504,991997421243846657,80,80.0,RT @ChasersOwner: I always try to stay non political here on twitter so I will just say this - Interesting unconventional and potentially…
Kiddro84,39616521,992176088431415296,796,796.0,RT @WVUBarstool: RT for a chance to win this LIMITED EDITION flag! They are almost sold out on the Barstool Sports store so this could be…
tradingwave3,821178996176064512,992191674733428737,175,175.0,RT @SunSentinel: Orange Bowl creates scholarship award in name of late Stoneman Douglas coaches https://t.co/Qcsgm3QrwI https://t.co/xIKCCk…
TheWallStBull,275809002,992150865464233984,1289,1289.0,RT @danielle_ivory: On a Redskins photo shoot some cheerleaders were required to be topless and others wore nothing but body paint. 
mitch_miller98,2413222489,992101043390607361,482,482.0,RT @TheNickGeller: Men want sons so they can scream at referees in little league sports. Your ideology is flawed. This whole feminist bulls…
lightwoodzouis,197884528,992128749985550336,1367,1367.0,RT @NYTSports: EXCLUSIVE: Redskins cheerleaders say they were required to go to a Costa Rica nightclub with male sponsors who earlier watc…
TheUKDude1,984603523882147841,992128409605148674,614,614.0,RT @BreitbartNews: We should be able to express how we feel about issues without everybody getting so easily offended. https://t.co/JUpa0…
USUWBasketball,630517472,992107977619398656,13,1.625,We have added Ashley Gill to our coaching staff! Give her a big Aggie welcome and get to know her here!… https://t.co/ennfel4qdL
jvnash1,477079706,992126720693161985,896,896.0,RT @TheOnion: White Sox Promotion Puts First 9 Fans At Ballpark In Starting Lineup https://t.co/tCaeELTih6 https://t.co/5Fb2f8fgeA
SwitchingTmprly,845800034,992186873748439041,947,947.0,RT @KamalaHarris: Civil rights hero Patsy Mink was the first Asian American woman elected to Congress. In 1972 she co-authored legislation…
AnsonBrett,3018473825,992015531321577472,700,700.0,RT @BarstoolIrish: RT for a chance to win this LIMITED EDITION flag! They are almost sold out on the Barstool Sports store so this could b…
Nyomm_Nyomm,887692799688232960,992089115171540992,50,50.0,RT @PatronusMalec: I love it when he sports this murderous look https://t.co/CtTV7GHIGi
niracolmi1988,907693781029400576,992013224806465537,207,207.0,RT @sportstech_io: Check out @fansunite and their white paper on the infrastructure needed to facilitate a fully functional #blockchain en…
jdonnini1,1631016884,992022877154304000,2680,2680.0,RT @RessiGabotto: ESTE ES GUSTAVO GRAVIA.
komalinsaan,2883626760,992057515369099265,8,0.8888888888888888,These Girls are trained by St Dr @Gurmeetramrahim Guru ji got position and medals at national &amp; international spor… https://t.co/CXpF846irA
kobbysway,228415353,992116789365624833,90,90.0,RT @___saab: I just remembered how my bf broke up with me in 2012 because he said his friends were saying I like sports too much and my bod…
OAFE,23563066,992128664648208385,505,505.0,RT @elonjames: Uh. 
crediblepollske,2583091881,992004086877884416,160,160.0,RT @RailaOdinga: A section of @OfficialGMFC paid me a courtesy call in my office. They will be travelling to Rwanda to watch the fixture ag…
DJQ_KC,25262502,992099912379764737,47,47.0,RT @TylerRickyTynes: 85% of sports editors 76% of assistant sports editors 80% of columnists 82% of reporters almost 78% of copy editor…
armouredescort,457935166,992146342251134976,503,503.0,RT @elonjames: Uh. 
quibblesandbits,736973198076575747,992171827744079872,500,500.0,RT @elonjames: Uh. 
Logan_Jennes15,720062785007329280,992041835257323520,460,460.0,RT @BarstoolUofSC: RT for a chance to win this LIMITED EDITION flag! They are almost sold out on the Barstool Sports store so this could b…
MorseCode206,21992059,992095758869454848,93,93.0,RT @OnionSports: No Fucking Chance Kid Who Brought Mitt To 400 Level Getting Near Foul Ball https://t.co/NVOTiAyHYj https://t.co/JSXLOAdU26
_ericmndz,971528748444078082,992091231277670400,331,331.0,RT @ABC: 80-FOOT MONSTER WAVE: Incredible footage captures the moment a Brazilian surfer breaks the world record for the biggest wave ever…
mmcglinch68,258526889,991995766674722816,7712,7712.0,RT @KirkHerbstreit: For all the parents/coaches that think specializing in one sport is the right thing to do. Let them play multiple sport…
purpleblast_,1576501459,992028754003152903,32,32.0,RT @hatenaistorm: Following the Nikkan Sports Drama Grand Prix Jun also won Best Male Lead Actor in the Television Drama Academy Awards!!!…
Lucy_936,987458408197615616,992044239801470976,156,156.0,RT @nytimes: One evening the squad's director told some cheerleaders that their work was not done. They had a special assignment for the n…
Lincmusser,255562173,992184572917018624,143,143.0,RT @dandakich: Just let the parents coach  https://t.co/1D91P59Rsa
hldncaufld,17264129,992097271301922816,1372,1372.0,RT @NYTSports: EXCLUSIVE: Redskins cheerleaders say they were required to go to a Costa Rica nightclub with male sponsors who earlier watc…
Katrin701,1679859446,992145294400901120,152,152.0,RT @betriumBets: Betrium the global sports betting platform operating in an industry worth $1 trillion launches it's World Cup 2018 ticke…
Laura_Coleman4,203916638,992134436455112705,362,362.0,RT @MThulbourne: Please pass on to all hockey fans. @BBCSport @TeamGBicehockey for sports team of the year. No funding yet they have made i…
P2Swayzey,721792868,992173249449476097,1363,1363.0,RT @NYTSports: EXCLUSIVE: Redskins cheerleaders say they were required to go to a Costa Rica nightclub with male sponsors who earlier watc…
savfincham,856310956632281089,992084946067054593,30318,30318.0,RT @marc_grhodes: Notice how the people who told Colin Kaepernick and LeBron James to stick to sports haven't told Kanye to stick to maki…
UndecidedArtist,47442180,992156081131581440,1516,1516.0,RT @jemelehill: A NFL team is accused of shamelessly dangling women in front of their business partners like bait? Stunning since yanno t…
darylmox,544484168,992138125995593735,103,103.0,RT @NBCSportsPR: PETER KING SIGNS EXCLUSIVE AGREEMENT WITH NBC SPORTS GROUP https://t.co/ACrkGFE9NJ https://t.co/oe7mKWsaqH
wwwdog33,1035044473,992136091732992002,458,458.0,RT @BarstoolUofSC: RT for a chance to win this LIMITED EDITION flag! They are almost sold out on the Barstool Sports store so this could b…
ClareD700,401025212,992150100586659843,419,419.0,RT @IL0VEthe80s: Retweet if you had one of these sports bags for school... https://t.co/hmKzc6FQfl
Nicholas_18_Jon,545129069,992163084151218177,30306,30306.0,RT @marc_grhodes: Notice how the people who told Colin Kaepernick and LeBron James to stick to sports haven't told Kanye to stick to maki…
KLBSt8ofSk8,538281505,992061455964016640,67,67.0,RT @KatCornetta: This just in: US Figure Skating is dropping its troubled IceNetwork streaming platform (powered by MLB Advanced Media) and…
malika_andrews,2379200053,992053548996268032,4,1.0,African-American women held 0.8 percent (of sports reporting jobs) down from one percent from 2014. The percenta… https://t.co/5z5C62iEsk
VandyWomensGolf,221491791,992107150641156096,8,2.0,Three Commodores earn SEC honors:
politiquestions,619488277,992018576314789889,142,142.0,RT @EdgeofSports: Washington dedicated its week 1 game last September to ending human trafficking. I'm completely serious. https://t.co/3…
BecBec8630,36586299,992109592770367488,1519,1519.0,RT @jemelehill: A NFL team is accused of shamelessly dangling women in front of their business partners like bait? Stunning since yanno t…
mikeosborne55,4262491994,992091154563780608,483,483.0,RT @TheNickGeller: Men want sons so they can scream at referees in little league sports. Your ideology is flawed. This whole feminist bulls…
hugomaljkovic,906936415,992044495972773888,2680,2680.0,RT @RessiGabotto: ESTE ES GUSTAVO GRAVIA.
ElMadridista95,471447347,992043258296569856,175,175.0,RT @Reflog_18: Toronto Ontario professional sports schedule for May 3 2018:
Tearrr_,88786393,992112367646445568,1371,1371.0,RT @NYTSports: EXCLUSIVE: Redskins cheerleaders say they were required to go to a Costa Rica nightclub with male sponsors who earlier watc…
Coach_GWhite,2496742363,992026877987622912,7712,7712.0,RT @KirkHerbstreit: For all the parents/coaches that think specializing in one sport is the right thing to do. Let them play multiple sport…
KimChmelir,447208847,992118117038948352,482,482.0,RT @TheNickGeller: Men want sons so they can scream at referees in little league sports. Your ideology is flawed. This whole feminist bulls…
GordonMonson,334180066,992106086554517505,3,3.0,Who gets the credit or blame in games when the Jazz beat the Rockets? https://t.co/J4neFkPLuC
4xELYcO25NGLZdx,983309503956385792,992012552283533312,228,228.0,RT @globalissuesweb: NBA notes: Suns hire Igor Kokoskov as coach; Thunder's Billy Donovan expected to return https://t.co/Yi3bfjXoZW https:…
elijah_moz,295620157,992151350594162688,89,89.0,RT @___saab: I just remembered how my bf broke up with me in 2012 because he said his friends were saying I like sports too much and my bod…
zincitighozt,485302329,992097122840268800,1372,1372.0,RT @NYTSports: EXCLUSIVE: Redskins cheerleaders say they were required to go to a Costa Rica nightclub with male sponsors who earlier watc…
Meera0117,836223060063682560,992096991390777344,63,63.0,RT @ChoradiyaMehul: Wow Few pictures of newly built synthetic athletic track built by AAP Government at a sports complex in East Vinod Nag…
GalyenRemington,3365148989,992106232885411841,482,482.0,RT @TheNickGeller: Men want sons so they can scream at referees in little league sports. Your ideology is flawed. This whole feminist bulls…
Ryzact,963543477823959040,992132404843307008,44,44.0,RT @CanadiensMTL: MEDICAL UPDATE
JohnO_Ricchio,22057540,992163099775062018,207,207.0,RT @RealLifeKaz: Black GM Black President black head coach. Only one franchise in sports can claim that. https://t.co/KBqguG8PIF
LansingUnited,1873759664,992087319749345280,4,1.0,President/CEO @jeremysampson10 joins @AlMartinWKAR on  @WKAR_Sports in just minutes.
FreeKashmir2018,945328824186744835,992044886261223425,32,32.0,RT @ShehzadRoy: You can watch #kashmirjaanbaaz vs Faisalabad right now on Ptv sports
Michael_Stets,256081206,992158126530015232,103,103.0,RT @NBCSportsPR: PETER KING SIGNS EXCLUSIVE AGREEMENT WITH NBC SPORTS GROUP https://t.co/ACrkGFE9NJ https://t.co/oe7mKWsaqH
Adel_Marwan808,3272476653,992019839312191488,97,97.0,RT @MercedesBenz: Ready to prowl!
Sports_N_Kookas,303981867,992053594064113664,58285,58285.0,RT @Matsamon: This happened today. This isn't a war zone. This isn't a country with fleeing refugees. This isn't a dictatorship. This is Am…
Choppa_Sound,338186526,992092713196531712,77,77.0,RT @NYDNSports: BREAKING: Jets are cutting QB Bryce Petty a source tells @MMehtaNYDN https://t.co/VKgzFz6uTw https://t.co/sUMrZdmv3v
BeltwaySport,16494101,992159776325894145,147,147.0,RT @PostSports: This is not merely a dysfunctional organization burdened by some mystical inability to get right. This is a dysfunctional…
RoboKop6000sux,1488968868,992100480833740800,91,91.0,RT @NikkiCrossWWE: Crawl walk run jump play play play! You can be the weirdo in the corner and the crazy whirlwind in the middle of the…
MrNaveedAFC,882634082710151169,992132573160771589,37,37.0,RT @SkySportsBoxing: JD RINGSIDE: Tune into Sky Sports Action at 10pm tonight for JD Ringside: The Countdown. #JDRingside #BellewHaye2 http…
YMBBastepaway,2953583434,992150952680534018,1289,1289.0,RT @danielle_ivory: On a Redskins photo shoot some cheerleaders were required to be topless and others wore nothing but body paint. 
bo_fischer,1395914070,992018821450993664,681,681.0,RT @BarstoolTenn: RT for a chance to win this LIMITED EDITION flag! They are almost sold out on the Barstool Sports store so this could be…
hydro88wr,68262666,992121626627014656,1519,1519.0,RT @jemelehill: A NFL team is accused of shamelessly dangling women in front of their business partners like bait? Stunning since yanno t…
ChadCourrier,568465906,992011409146904577,5,0.8333333333333334,ICYMI: Like father like son ... Parham excited to return to MSU.   https://t.co/vM0X3IM6iu https://t.co/86OcizJJLD
timmymac35,2573219623,992102067857739777,700,700.0,RT @BarstoolIrish: RT for a chance to win this LIMITED EDITION flag! They are almost sold out on the Barstool Sports store so this could b…
